시군구명,어린이집명,어린이집유형,상세주소,보육실수,보육실 면,보육교직원,정원,현원,시설 위도(,시설 경도(,서울형어린,환경지수,접근지수,위험지수,평가등급,서울형 or 국공립
강서구,구립 엠밸리큰나무어린이집,국공립,서울특별시 강서구 마곡중앙8로1길 10,5,230,14,70,43,37.56184245,126.8360771,0,2.25,0.050700499,0,1,1
강서구,구립 염창별하어린이집,국공립,서울특별시 강서구 공항대로 543,5,138,14,45,42,37.55074889,126.8664412,0,1.5,0.01849799,0,1,1
강서구,구립 우장숲어린이집,국공립,서울특별시 강서구 화곡로41길 19,5,215,14,72,57,37.54645059,126.8439612,0,2.833,0.017986068,9.05,1,1
강서구,구립 이든아이어린이집,국공립,서울특별시 강서구 까치산로18나길 22-1,5,186,11,59,46,37.54634468,126.8491272,0,2.333,0.027336114,0,1,1
강서구,구립 진로어린이집,국공립,서울특별시 강서구 공항대로 351-21 102동 102호,3,85,8,19,19,37.55982528,126.8469354,0,2.667,0.032882615,0,1,1
강서구,구립 청솔어린이집,국공립,서울특별시 강서구 강서로47마길 71 107호,3,58,7,19,12,37.5500975,126.8325381,0,2.667,0.018958703,0,1,1
강서구,구립 코알라아가마을어린이집,국공립,서울특별시 강서구 허준로 175 608동 101호(가양동 가양6단지아파트),3,43,8,16,16,37.56307515,126.8592207,0,2.417,0.029287523,0,1,1
강서구,구립 큰별어린이집,국공립,서울특별시 강서구 화곡로63가길 71 1005동 106호(등촌동 등촌주공10단지아파트),3,50,6,15,15,37.56247823,126.8483052,0,2.833,0.029712296,0,1,1
강서구,구립 태진한솔어린이집,국공립,서울특별시 강서구 공항대로71길 54 103동 101호(염창동 태진한솔아파트),3,53,9,19,19,37.54928399,126.8739296,0,1.333,0.020996627,0,0,1
강서구,구립 푸른별어린이집,국공립,서울특별시 강서구 강서로47길 158 201동 104호,3,72,12,20,20,37.55386354,126.8277539,0,1.917,0.028040186,3.394,1,1
강서구,구립 푸른솔어린이집,국공립,서울특별시 강서구 화곡로13길 107 104동 104호(화곡동화곡푸르지오),4,55,8,19,18,37.54240976,126.8309768,0,1.583,0.039315096,0,1,1
강서구,구립 피노키오어린이집,국공립,서울특별시 강서구 강서로12길 73,5,217,10,48,25,37.53226457,126.8511044,0,2.417,0.024382062,7.92,1,1
강서구,구립 하나로어린이집,국공립,서울특별시 강서구 양천로73길 5 101동 105호,3,59,9,20,20,37.55162665,126.8719,0,1.5,0.018817216,0,1,1
강서구,구립 하늘마음어린이집,국공립,서울특별시 강서구 초록마을로 106,7,154,15,51,41,37.53899993,126.8514078,0,1.583,0.019999309,0,1,1
강서구,구립 한숲어린이집,국공립,서울특별시 강서구 방화대로50길 7 101동 102호(방화동 한숲마을대림아파트),4,60,8,20,16,37.57706018,126.8175996,0,2.167,0.025746502,0,1,1
강서구,구립 해담어린이집,국공립,서울특별시 강서구 금낭화로11길 36,5,206,15,73,63,37.57001877,126.810361,0,2,0.036217196,0,1,1
강서구,구립 해뜰어린이집,국공립,서울특별시 강서구 강서로68길 36 등촌주공2단지아파트 근로복지관2층,5,94,13,35,30,37.56514531,126.8432346,0,1.833,0.025480251,0,1,1
강서구,구립공항어린이집,국공립,서울특별시 강서구 남부순환로11길 81 (공항동),8,269,19,104,65,37.55704677,126.8145833,0,1.417,0.017144723,2.262,1,1
강서구,구립대우주어린이집,국공립,서울특별시 강서구 화곡로13길 107 135동 101호,4,97,10,20,20,37.5444628,126.8316879,0,2.25,0.036886422,0,1,1
강서구,구립볏고을어린이집,국공립,서울특별시 강서구 화곡로58길 100 (화곡동),5,417,13,86,65,37.55154073,126.8560991,0,1.833,0.034276089,0,1,1
강서구,국공립 가양 7 어린이집,국공립,서울특별시 강서구 허준로 209 (가양동),5,196,13,79,50,37.5612567,126.8624611,0,1.917,0.021427934,0,1,1
강서구,굿모닝어린이집,가정,서울특별시 강서구 화곡로68길 33 라인아파트101-104,4,58,7,20,20,37.55902817,126.8561074,0,3.083,0.026495153,0,1,0
강서구,근로복지공단 강서어린이집,법인?단체등,서울특별시 강서구 강서로33가길 42,6,441,26,114,95,37.5435547,126.8378767,0,3,0.022795295,0,1,0
강서구,근로복지공단 등촌어린이집,법인?단체등,서울특별시 강서구 강서로56나길 128,6,198,15,73,40,37.5645965,126.8438328,0,2.167,0.02224791,0,1,0
강서구,까꿍어린이집,가정,서울특별시 강서구 강서로10길 150 (화곡동),2,59,3,12,4,37.53091482,126.8561501,0,2,0.025026141,1.414,1,0
강서구,까치산어린이집,국공립,서울특별시 강서구 강서로12길 29-10,5,450,12,79,72,37.53236233,126.8484992,0,2.583,0.034379679,6.788,1,1
강서구,꼬마궁어린이집,가정,서울특별시 강서구 등촌로13바길 49-12,3,39,6,14,12,37.53521199,126.8574965,0,1.917,0.022057382,15.512,1,0
강서구,꼬마별어린이집,가정,서울특별시 강서구 방화대로44길 42 101동 103호(방화동 승윤노블리안아파트),4,61,7,19,13,37.57144261,126.8176841,0,2.083,0.022037158,0,1,0
강서구,꼬마숲어린이집,민간,서울특별시 강서구 강서로45다길 30-27 초록아파트 단지 내 관리사무소 1층 꼬마숲어린이집,3,121,10,41,41,37.54563976,126.8340955,0,2.5,0.02752897,1.273,1,0
강서구,꼬모어린이집,가정,서울특별시 강서구 양천로 731 동아3차 305-103,4,109,8,20,20,37.55025388,126.8773982,0,1.167,0.036093216,0,1,0
강서구,꿈꾸는어린이집,민간,서울특별시 강서구 금낭화로24가길 21 (방화동),6,135,8,47,27,37.57901608,126.8151864,0,2.25,0.037608061,0,0,0
강서구,꿈땅어린이집,가정,서울특별시 강서구 우장산로8길 42 천우네오젠아파트 101호 (내발산동),3,52,4,19,8,37.55283182,126.8405217,0,2.25,0.014141351,0,1,0
강서구,꿈비어린이집,민간,서울특별시 강서구 수명로2가길 22 마곡수명산파크7단지 내 꿈비어린이집,6,121,8,45,22,37.5595365,126.8209783,0,1.917,0.013565962,0,1,0
강서구,꿈사랑어린이집,가정,서울특별시 강서구 강서로47길 108 104동 101호(내발산동 마곡수명산파크1단지아파트),3,84,6,19,14,37.55487355,126.8314947,0,2.417,0.032884202,0,0,0
강서구,꿈이있는어린이집,가정,서울특별시 강서구 공항대로59길 64 202동 106호(등촌동 한사랑삼성2차아파트),3,55,7,19,14,37.55448207,126.8639775,0,2.25,0.01509415,0,1,0
강서구,꿈초롱어린이집,가정,서울특별시 강서구 허준로 234 912동 106호(가양동 도시개발9단지아파트),3,55,6,13,13,37.55830669,126.8631088,0,2,0.021709738,0,1,0
강서구,나래어린이집,국공립,서울특별시 강서구 양천로17길 25 (방화동),4,102,12,38,35,37.57456574,126.8126871,0,2.583,0.026042241,0,1,1
강서구,나무와숲어린이집,가정,서울특별시 강서구 양천로14길 37 102동 108호,4,76,8,20,20,37.57084923,126.8099259,0,2.167,0.034166146,0,0,0
강서구,나무와열매어린이집,민간,서울특별시 강서구 방화대로48길 40 방화2단지아파트(방화동),6,276,20,99,79,37.57520118,126.8186089,0,2.417,0.027796622,0,1,0
강서구,늘푸른어린이집,민간,서울특별시 강서구 가로공원로76가길 53 2층 (화곡동),4,108,8,39,34,37.53407015,126.8417299,0,2.333,0.021381169,0,1,0
강서구,늘품어린이집,민간,서울특별시 강서구 강서로18다길 41 2층,5,132,6,39,15,37.53595984,126.8467353,0,2,0.013664234,0,0,0
강서구,다니엘어린이집,가정,서울특별시 강서구 양천로55길 55 108동 102호(가양동 가양한강자이),3,61,3,20,6,37.56690101,126.8491989,0,2,0.019205065,0,1,0
강서구,다해영재어린이집,민간,서울특별시 강서구 강서로 266 우장산대림e편한세상파크 관리동 다해영재어린이집,5,218,14,70,59,37.54878041,126.8394695,0,2.5,0.02315646,0,1,0
강서구,단꿈어린이집,가정,서울특별시 강서구 양천로47길 118 104동 101호 (마곡동 벽산아파트),3,64,7,20,19,37.57538898,126.8377624,0,0.917,0.111905968,0,0,0
강서구,단비어린이집,국공립,서울특별시 강서구 까치산로 166,3,90,9,34,26,37.55187725,126.8530486,0,1.667,0.021840793,0,1,1
강서구,단이슬어린이집,국공립,서울특별시 강서구 공항대로8가길 40,6,178,16,67,66,37.5585281,126.8141561,0,2,0.020511768,1.131,1,1
강서구,단향어린이집,가정,서울특별시 강서구 초록마을로 156-3,2,49,7,14,8,37.53646037,126.8471048,1,2,0.013546392,0,1,1
강서구,달님별님어린이집,가정,서울특별시 강서구 곰달래로51길 14 (화곡동),3,90,8,20,19,37.53236828,126.8585119,0,1.667,0.034554534,0,1,0
강서구,대림어린이집,가정,서울특별시 강서구 공항대로39길 100 105동 103호(등촌동 대림아파트),3,60,6,20,13,37.56257367,126.8472071,0,2.583,0.025365533,0,1,0
강서구,더조은영재어린이집,가정,서울특별시 강서구 방화대로34길 88 102동 103호(방화동 마곡푸르지오아파트),4,79,6,20,20,37.5702009,126.8217197,0,1.917,0.030221456,0,1,0
강서구,도담어린이집,가정,서울특별시 강서구 마곡서1로 100 607-104(마곡동마곡엠벨리6단지),4,76,7,20,19,37.56623096,126.8210217,0,1.833,0.018710233,0,1,0
강서구,도토리어린이집,가정,서울특별시 강서구 곰달래로51길 46,3,57,6,20,15,37.53380936,126.8580736,0,1.667,0.024711258,7.212,0,0
강서구,동광어린이집,가정,서울특별시 강서구 양천로75길 57 104동 110호(염창동 288 현대1차),3,53,6,20,16,37.55312362,126.8743815,0,1.417,0.01860541,0,1,0
강서구,동그라미어린이집,가정,서울특별시 강서구 강서로 266 117동 102호(화곡동 우장산아이파크이편한세상아파트),4,111,5,20,13,37.5498844,126.8380242,0,2.667,0.024095014,0,0,0
강서구,동글동글어린이집,가정,서울특별시 강서구 허준로 175 가양6단지아파트 603동 101호,3,37,6,12,11,37.56354002,126.8580568,0,2.417,0.035875436,0,1,0
강서구,동부해맑은어린이집,가정,서울특별시 강서구 남부순환로 11 103동 101호(공항동 공항동부센트레빌),3,62,6,19,18,37.56014727,126.8082837,0,1.75,0.055862097,0,1,0
강서구,동산어린이집,민간,서울특별시 강서구 양천로75길 44 (염창동),6,278,11,132,78,37.55148689,126.8755382,0,1.417,0.028370475,0,0,0
강서구,동성스마일어린이집,가정,서울특별시 강서구 강서로68길 108 동성아파트 106-106,3,56,6,20,18,37.56375765,126.8465652,0,2.5,0.028728588,0,0,0
강서구,동아어린이집,가정,서울특별시 강서구 양천로 731 306동 102호(염창동 동아3차아파트),3,53,8,20,20,37.54960744,126.8777635,1,0.833,0.026204404,0,1,1
강서구,동화나라어린이집,가정,서울특별시 강서구 양천로 125 101동 107호(방화동 장미아파트),4,57,5,20,12,37.57369488,126.8175456,0,2.667,0.020331143,0,1,0
강서구,두빛나래터발도르프어린이집,협동,서울특별시 강서구 등촌로39마길 52,2,52,5,15,14,37.54646537,126.8574272,0,1.167,0.043450472,0,1,0
강서구,드림어린이집,국공립,서울특별시 강서구 수명로2길 50 (내발산동),4,164,8,49,19,37.54941891,126.8262733,0,1.833,0.024538536,1.697,1,1
강서구,디앤오 강서어린이집,직장,서울특별시 강서구 마곡중앙로 150 2층,4,151,6,36,7,37.56698994,126.8285358,0,1.083,0.026156819,0,1,0
강서구,또래방어린이집,가정,서울특별시 강서구 강서로 266 126동 104호(화곡동 우장산아이파크이편한세상),3,100,7,20,18,37.54984031,126.8387175,1,2.417,0.024315168,0,1,1
강서구,뚜띠어린이집,가정,서울특별시 강서구 허준로 139 307-103,3,53,7,12,12,37.56592527,126.8560884,0,1.833,0.036887463,0,0,0
강서구,라임어린이집,가정,서울특별시 강서구 우현로 67 113동 103호(화곡동강서힐스테이트),3,60,6,20,19,37.54703394,126.8388904,0,3.167,0.022280176,0,1,0
강서구,로뎀어린이집,민간,서울특별시 강서구 양천로24길 31 로뎀어린이집 (방화동),8,308,14,115,68,37.57195771,126.8157698,0,2.167,0.024980247,0,1,0
강서구,롯데어린이집,민간,서울특별시 강서구 공항대로 382 롯데낙천대아파트 단지 내  롯데어린이집,4,114,10,43,41,37.55573578,126.8494817,1,2.583,0.029871567,0,1,1
강서구,롯데중앙연구소 mom편한 어린이집,직장,서울특별시 강서구 마곡중앙로 201,3,149,10,36,21,37.57142394,126.827753,0,0.917,0.037358643,0,1,0
강서구,리라어린이집,민간,서울특별시 강서구 초록마을로18길 36,8,197,15,74,67,37.54056986,126.8488757,0,2.167,0.024816432,1.131,0,0
강서구,리틀빌리지어린이집,민간,서울특별시 강서구 공항대로67길 29-4,7,333,19,126,121,37.54988715,126.8700215,0,1.75,0.026718715,0,1,0
강서구,리틀킹어린이집,직장,서울특별시 강서구 공항대로 607,3,157,4,49,7,37.54747584,126.8723965,0,1.417,0.015644462,0,1,0
강서구,리틀현대아이어린이집,가정,서울특별시 강서구 강서로 348 118동 103호(내발산동 현대홈타운),4,80,8,20,19,37.55584496,126.8400089,0,2.667,0.02998051,2.121,0,0
강서구,마곡 이화어린이집,민간,서울특별시 강서구 마곡중앙3로 74 관리동 1층(마곡동마곡힐스테이트),6,301,17,79,70,37.56452435,126.8171209,0,2.167,0.019942453,1.697,1,0
강서구,마곡1 고운비어린이집,국공립,서울특별시 강서구 마곡서1로 131 101동 115호(마곡동 엠벨리1단지아파트),4,60,8,20,20,37.56849832,126.8189562,0,2.083,0.020007846,3.96,1,1
강서구,마곡1 하람어린이집,국공립,서울특별시 강서구 마곡서1로 131,3,129,9,23,23,37.56838715,126.8184386,0,2.167,0.024304492,3.96,1,1
강서구,마곡13 하나어린이집,국공립,서울특별시 강서구 마곡중앙1로 71 (마곡동 마곡13단지힐스테이트마스터),9,317,22,120,111,37.55776953,126.8188379,0,1.917,0.01992433,0,1,1
강서구,마곡15 누리어린이집,국공립,서울특별시 강서구 마곡중앙로 36,6,485,16,82,69,37.55645949,126.82695,0,2.083,0.03624027,0,1,1
강서구,마곡2 해오름어린이집,국공립,서울특별시 강서구 마곡서1로 146,3,117,10,39,31,37.56902581,126.8207038,0,1.833,0.020973705,0,1,1
강서구,마곡3 연두어린이집,국공립,서울특별시 강서구 마곡서1로 132,4,130,9,30,26,37.56829691,126.8198141,0,2,0.022343658,1.98,1,1
강서구,마곡4 꿈의숲어린이집,국공립,서울특별시 강서구 마곡서로 175,3,171,13,34,34,37.5693193,126.8241385,0,1.667,0.035456101,0,1,1
강서구,마곡5 해맑은어린이집,국공립,서울특별시 강서구 마곡서1로 111-11,5,180,13,66,66,37.56577925,126.8172904,0,2.25,0.021604633,0,1,1
강서구,마곡6 마곡숲어린이집,국공립,서울특별시 강서구 마곡서1로 100,8,534,19,93,92,37.56382081,126.8225187,0,2.083,0.026689043,0,1,1
강서구,마곡7 미래꿈어린이집,국공립,서울특별시 강서구 마곡서로 133,6,240,17,88,73,37.5658867,126.8227628,0,1.917,0.021189067,0,1,1
강서구,마곡8 열린숲어린이집,국공립,서울특별시 강서구 마곡서1로 81 807동 1층(마곡동 마곡엠밸리8단지),6,203,17,65,63,37.56386299,126.8191429,0,1.75,0.019952288,3.394,1,1
강서구,마곡9 나인어린이집,국공립,서울특별시 강서구 공항대로 103 엠밸리9단지 관리동,8,380,24,122,119,37.56201983,126.818737,0,2.333,0.021789692,5.091,1,1
강서구,마곡두린아이어린이집,가정,서울특별시 강서구 마곡중앙1로 71 1305동 102호(마곡동 마곡13단지힐스테이트마스터),3,55,6,20,20,37.55762053,126.8171547,0,1.417,0.018165309,0,1,0
강서구,마곡사임당어린이집,민간,서울특별시 강서구 수명로2길 105 마곡수명산파크5단지 509동 관리동 마곡사임당어린이집,4,104,9,39,22,37.55234931,126.8273726,0,1.667,0.024462788,3.394,1,0
강서구,마곡아이숲어린이집,가정,서울특별시 강서구 마곡중앙로 36 1503동 105호(발산1동 마곡엠밸리15단지),3,76,6,20,20,37.55707207,126.8284227,0,1.833,0.034789533,0,1,0
강서구,마곡어린이집,가정,서울특별시 강서구 마곡중앙1로 71 1308동 102호(마곡동마곡13단지힐스테이트마스터),3,55,4,20,15,37.55812636,126.8179825,0,1.917,0.016525418,0,0,0
강서구,마곡자연숲어린이집,민간,서울특별시 강서구 수명로1길 110 마곡수명산파크3단지 303,3,99,7,37,14,37.55356847,126.8246933,0,1.833,0.016135124,3.394,1,0
강서구,마곡코오롱어린이집,직장,서울특별시 강서구 마곡동로 110 1층 (마곡동 코오롱미래기술원),4,226,20,65,48,37.56459779,126.8348543,0,1.583,0.094425299,0,1,0
강서구,명지어린이집,가정,서울특별시 강서구 등촌로13아길 44 101동 106호(화곡동 명지해드는터 아파트),3,48,2,18,2,37.53689877,126.8563544,0,1.667,0.010288819,16.176,0,0
강서구,몬테소리동화나라어린이집,가정,서울특별시 강서구 방화대로 319 101동 102호(방화동 길성아파트),4,60,8,20,20,37.56929364,126.816164,1,2.333,0.020666543,5.94,1,1
강서구,미소가득어린이집,가정,서울특별시 강서구 방화대로40길 66 태승훼미리 105호 (방화동),4,68,8,19,18,37.57132008,126.8200361,0,1.833,0.027936013,0,1,0
강서구,미소담어린이집,민간,서울특별시 강서구 곰달래로18길 33-13 1층 (화곡동),5,169,12,49,44,37.52878417,126.8422077,0,2.083,0.035410973,0,1,0
강서구,미소어린이집,가정,서울특별시 강서구 마곡서1로 81 804동 103호(마곡동 마곡엠벨리 8단지),4,64,7,20,20,37.56349472,126.8198936,0,1.917,0.018022756,3.394,0,0
강서구,민들레어린이집,가정,서울특별시 강서구 허준로 175 613동 103호(가양동 가양6단지아파트),2,68,6,16,16,37.56235296,126.8599436,0,2.167,0.032978713,0,1,0
강서구,밀알몬테소리어린이집,민간,서울특별시 강서구 공항대로59길 82,5,203,16,75,66,37.55545542,126.8634366,0,2.333,0.019448908,0,0,0
강서구,발산 빅스맘 어린이집,민간,서울특별시 강서구 우장산로2길 57 (내발산동),6,120,3,39,4,37.55226369,126.8371822,0,2.5,0.013849218,2.121,0,0
강서구,발산어린이집,국공립,서울특별시 강서구 우장산로 45 구립 발산어린이집 (내발산동),8,699,26,141,105,37.5544416,126.8421884,0,2.667,0.033098297,0,1,1
강서구,방화엔젤어린이집,민간,서울특별시 강서구 금낭화로 287-19 (방화동),6,189,13,67,56,37.57804638,126.8102133,0,2.417,0.040026007,0,0,0
강서구,베베키즈어린이집,가정,서울특별시 강서구 강서로45길 18 태승훼미리아파트 101동103호 (내발산동),4,52,3,18,7,37.54825438,126.835149,0,2.167,0.016503881,3.819,0,0
강서구,별강서어린이집,민간,서울특별시 강서구 까치산로22길 10 (화곡동),6,148,14,49,40,37.54890179,126.8514758,0,1.833,0.028363618,0,0,0
강서구,별나라어린이집,가정,서울특별시 강서구 우현로 67 108동 101호(화곡동 강서힐스테이트),3,58,7,18,15,37.54605039,126.8378232,0,3.083,0.020865508,0,1,0
강서구,별빛어린이집,국공립,서울특별시 강서구 공항대로 447 (등촌동),5,242,14,84,69,37.55452391,126.8615866,0,2.333,0.021520246,0,1,1
강서구,보배어린이집,가정,서울특별시 강서구 강서로33가길 13-13 (화곡3동 1050-26),4,40,5,14,11,37.54213361,126.838433,0,2.833,0.014706766,1.698,1,0
강서구,보성어린이집,국공립,서울특별시 강서구 방화대로48길 40 (방화동),4,360,13,84,59,37.57482171,126.8193937,0,2.5,0.03671091,0,1,1
강서구,블루나인어린이집,직장,서울특별시 강서구 화곡로66길 186-4 186-4,10,347,13,99,42,37.55391149,126.8626047,0,2.333,0.016941953,0,1,0
강서구,뽀로로와친구들 어린이집,가정,서울특별시 강서구 초록마을로16길 24 (화곡동),3,80,2,18,3,37.54108007,126.849267,1,2.083,0.016305983,1.131,1,1
강서구,쁘띠아미 에꼴 어린이집,민간,서울특별시 강서구 곰달래로53길 133 (화곡동),8,242,12,81,46,37.53668953,126.8555733,0,1.5,0.021828932,19.994,1,0
강서구,사과나무어린이집,가정,서울특별시 강서구 양천로24가길 59 105동 102호(방화동 한진로즈힐),3,58,7,19,14,37.57171308,126.8122419,0,2,0.023318075,0,1,0
강서구,사랑둥이어린이집,가정,서울특별시 강서구 강서로 348 111동 101호(내발산동 우장산현대홈타운아파트),3,45,6,17,16,37.55705769,126.8390751,0,2.333,0.027130256,2.121,1,0
강서구,사랑샘어린이집,가정,서울특별시 강서구 마곡서1로 111-11 마곡엠밸리 503-104,4,62,9,20,20,37.5653312,126.818879,0,2.167,0.017554947,0,1,0
강서구,사랑어린이집,가정,서울특별시 강서구 허준로 23 한강타운 105동 101호,3,84,7,19,18,37.57056589,126.8440609,0,1.167,0.046527157,0,0,0
강서구,사이언스파크어린이집,직장,서울특별시 강서구 마곡중앙10로 30,16,2245,63,300,276,37.56364049,126.8316702,0,2,0.376506311,0,0,0
강서구,상록어린이집,국공립,서울특별시 강서구 금낭화로23길 25 (방화동),4,193,8,45,39,37.57795522,126.810955,0,2.417,0.046625032,0,1,1
강서구,새빛어린이집,가정,서울특별시 강서구 화곡로18길 14-41 1층 새빛어린이집,3,62,7,20,16,37.5391349,126.8343475,0,1.833,0.027850389,0,1,0
강서구,새서원어린이집,가정,서울특별시 강서구 화곡로24길 55 (화곡동),3,65,6,20,17,37.53859238,126.8394772,0,2.25,0.021515981,0.849,1,0
강서구,새소망어린이집,민간,서울특별시 강서구 강서로18길 125 (화곡동),4,118,12,34,32,37.53528686,126.8524476,0,2.25,0.024376593,10.139,1,0
강서구,새싹과 나무어린이집,가정,서울특별시 강서구 양천로30길 77 103-101,3,64,7,20,20,37.56883287,126.8242104,0,1.5,0.028533191,0,1,0
