시군구명,어린이집명,어린이집유형,상세주소,보육실수,보육실 면,보육교직원,정원,현원,시설 위도(,시설 경도(,서울형어린,환경지수,접근지수,위험지수,평가등급,서울형 or 국공립
강서구,새싹어린이집,국공립,서울특별시 강서구 양천로24가길 73 (방화동),6,357,14,84,62,37.57048533,126.8133737,0,2.417,0.031470844,0,1,1
강서구,새영어린이집,민간,서울특별시 강서구 양천로63길 58 벽산아파트 관리동 새영어린이집,7,163,12,73,31,37.5576095,126.8660215,0,2.417,0.012806173,0,0,0
강서구,새자연어린이집,민간,서울특별시 강서구 방화대로47가길 22 삼익아파트 내 유치원동 (방화동),5,223,10,72,34,37.57713921,126.8148316,0,2.333,0.027365554,0,0,0
강서구,서울YMCA방화어린이집,국공립,서울특별시 강서구 개화동로21길 4 방화11단지아파트 내 서울YMCA방화어린이집 (방화동),3,193,8,45,33,37.56943517,126.8060752,0,1.5,0.053559597,0,1,1
강서구,석란어린이집,민간,서울특별시 강서구 초록마을로32길 38 (화곡동),4,263,6,82,21,37.53825822,126.8473784,0,2.333,0.01573598,0,1,0
강서구,성산어린이집,민간,서울특별시 강서구 개화동로23길 111,5,194,15,70,61,37.56539789,126.8111282,1,2.417,0.026320521,0,1,1
강서구,수명산어린이집,민간,서울특별시 강서구 강서로47길 108 마곡수명산파크 1단지 보육시설,4,101,6,35,12,37.55353857,126.8304424,1,2.417,0.021458075,0,1,1
강서구,수성어린이집,민간,서울특별시 강서구 가로공원로84길 27 (화곡동),8,240,15,90,82,37.53633277,126.8408793,0,2.417,0.023404953,0,0,0
강서구,수잔나어린이집,가정,서울특별시 강서구 강서로15길 24 태흥빌라 102호 (화곡동),3,52,6,17,11,37.53241855,126.8447372,0,2.5,0.016373433,0,0,0
강서구,숲속나라어린이집,민간,서울특별시 강서구 까치산로4길 64-6 (화곡동),4,107,10,40,40,37.54026657,126.8458369,0,2.417,0.021821157,1.131,1,0
강서구,숲으로 가는 어린이집,가정,서울특별시 강서구 양천로69길 18 101동 111호(염창동 극동아파트),3,59,6,19,17,37.5529349,126.8714818,0,1.5,0.019133426,0,1,0
강서구,신영광어린이집,민간,서울특별시 강서구 공항대로43길 104 주공아파트 8단지관리사무소2층 (등촌동),4,81,7,32,10,37.56080787,126.8508495,1,2.75,0.016808779,0,1,1
강서구,신원어린이집,국공립,서울특별시 강서구 양천로77길 45 무학아파트 상가동,6,300,20,110,99,37.55107798,126.8770189,0,1.25,0.031482998,0,1,1
강서구,썬에듀스쿨어린이집,민간,서울특별시 강서구 곰달래로15길 32 (화곡동),9,377,20,125,117,37.53167076,126.8397098,0,2.167,0.034320001,2.766,1,0
강서구,아기둥지어린이집,가정,서울특별시 강서구 허준로 23 109동 103호(가양동 한강타운아파트),3,60,8,19,19,37.5711468,126.8455992,0,1.167,0.041023044,0,1,0
강서구,아기새어린이집,가정,서울특별시 강서구 양천로6길 57 102동 106호(방화동 이편한세상아파트),4,93,10,20,20,37.570006,126.8080349,1,2.083,0.04095444,0,1,1
강서구,아띠어린이집,가정,서울특별시 강서구 까치산로4다길 20 (화곡동),3,48,5,14,11,37.53991469,126.8452623,0,2.667,0.018140503,0,1,0
강서구,아란어린이집,민간,서울특별시 강서구 양천로71가길 43,7,309,16,95,53,37.55225474,126.8746336,0,1.5,0.020201526,0,1,0
강서구,아름드리어린이집,가정,서울특별시 강서구 까치산로4라길 20 (화곡동),3,54,5,19,14,37.53899261,126.8457051,0,2.667,0.01738649,0,1,0
강서구,아이꿈어린이집,가정,서울특별시 강서구 공항대로39길 74 505동 105호(등촌동 등촌주공5단지아파트),4,41,3,15,8,37.56044426,126.844863,0,2.5,0.025388085,0,0,0
강서구,아이뜰어린이집,가정,서울특별시 강서구 강서로17가길 14 나동 101호(화곡동 계명아파트),3,51,8,16,11,37.53374943,126.8444827,0,2.417,0.013611079,0,1,0
강서구,아이랑어린이집,가정,서울특별시 강서구 양천로3길 17 101동 106호(방화동 개화산 동부센트레빌),4,50,7,18,14,37.57297643,126.8062925,0,1.75,0.033937848,0,1,0
강서구,아이린어린이집,민간,서울특별시 강서구 초록마을로 157-19,6,127,8,48,28,37.5355037,126.8476018,0,2.5,0.015196508,3.394,0,0
강서구,아이삭어린이집,가정,서울특별시 강서구 강서로47길 108 106동 101호(내발산동 마곡수명산파크1단지아파트),4,69,8,20,14,37.55427354,126.8309019,1,2.667,0.026385223,0,1,1
강서구,아이큰숲자연학교어린이집,민간,서울특별시 강서구 초록마을로21길 37 아이큰숲자연학교,4,284,12,66,54,37.54097205,126.8532596,0,1.417,0.03036231,0,1,0
강서구,아이파크어린이집,가정,서울특별시 강서구 등촌로 163 203동 103호(등촌동 등촌동아이파크아파트),4,55,4,19,11,37.54315626,126.8591506,0,1,0.031976215,0,1,0
강서구,아장닷컴어린이집,가정,서울특별시 강서구 화곡로42나길 30-17,3,78,5,18,15,37.54737689,126.8478124,0,2.333,0.025656213,11.313,1,0
강서구,아장아장어린이집,가정,서울특별시 강서구 방화대로47가길 22 404동 103호(방화동 삼환아파트),3,63,8,20,19,37.5768495,126.8139493,0,2.25,0.029870492,0,1,0
강서구,아침해 어린이집,민간,서울특별시 강서구 양천로 731 동아3차아파트 관리소2층 아침해어린이집,5,98,9,37,37,37.5502584,126.8774247,0,1.083,0.03103469,0,0,0
강서구,애솔 어린이집,국공립,서울특별시 강서구 초록마을로 162-30,3,109,6,35,12,37.5368178,126.8465469,0,2.333,0.012868349,0,1,1
강서구,어린왕자어린이집,민간,서울특별시 강서구 강서로18가길 25 (화곡동),6,186,5,69,19,37.53505599,126.8462733,0,2.5,0.014679501,3.394,0,0
강서구,엄마품어린이집,가정,서울특별시 강서구 허준로 23 101동 104호(가양동 한강타운),3,54,7,19,18,37.57088739,126.8436018,0,1.167,0.036522567,0,0,0
강서구,에반어린이집,민간,서울특별시 강서구 강서로12길 23-7,5,120,10,45,43,37.53208711,126.847951,0,2.583,0.022229835,6.788,1,0
강서구,엔젤어린이집,가정,서울특별시 강서구 우현로 67 119동 103호,3,60,7,20,20,37.54641768,126.8395735,0,2.833,0.022145826,0,1,0
강서구,열매어린이집,가정,서울특별시 강서구 강서로35길 47-5 (화곡3동 1047-6) 허벌빌 101호,3,46,6,15,5,37.54239259,126.8363799,1,2.333,0.010050839,0,1,1
강서구,염창누리봄어린이집,가정,서울특별시 강서구 양천로69길 58 염창동 동아1차 아파트 101-112,3,68,7,19,19,37.55474034,126.872585,0,1.417,0.02118885,0,1,0
강서구,염창어린이집,국공립,서울특별시 강서구 공항대로65길 43 염창어린이집 (염창동),5,360,12,84,48,37.55037127,126.8694845,0,1.583,0.020495366,0,1,1
강서구,예꿈어린이집,가정,서울특별시 강서구 월정로 160 화곡대림아파트 1동 104호 (화곡동 361-1),3,52,7,19,19,37.53394131,126.8380757,0,1.667,0.022030479,8.298,1,0
강서구,예손어린이집,민간,서울특별시 강서구 양천로57길 26 예손어린이집 (가양동),4,108,6,39,19,37.56393919,126.8529259,0,2.25,0.024407756,0,1,0
강서구,예솔어린이집,가정,서울특별시 강서구 강서로18다길 33,4,87,3,20,6,37.53560638,126.8468831,0,2.25,0.014662773,3.394,1,0
강서구,예심어린이집,가정,서울특별시 강서구 화곡로31길 18-3,3,55,6,20,14,37.54431085,126.8423477,0,2.917,0.013677685,0,0,0
강서구,예원비전스쿨어린이집,민간,서울특별시 강서구 강서로24길 65 (화곡동),7,213,10,72,34,37.5394472,126.8462913,0,2.667,0.016602495,0,0,0
강서구,예은어린이집,민간,서울특별시 강서구 방화대로49길 52,11,364,20,137,104,37.57811462,126.8148886,0,2.5,0.039774339,0,1,0
강서구,오즈 어린이집,가정,서울특별시 강서구 방화대로45길 32 101동 102호(방화동 방화동부센트레빌),4,56,7,20,20,37.57484322,126.8143816,1,2.583,0.02483394,0,1,1
강서구,오즈의마법사어린이집,민간,서울특별시 강서구 수명로1길 16 412동 1층(내발산동 마곡수명산파크4단지아파트),5,130,11,47,38,37.55162512,126.823552,0,2,0.027855693,3.394,1,0
강서구,우리아이어린이집,가정,서울특별시 강서구 양천로30길 108 101동 101호,4,55,6,19,11,37.56793636,126.8226901,0,1.833,0.016300507,0,1,0
강서구,유성어린이집,민간,서울특별시 강서구 강서로48길 22 (내발산동),4,95,3,32,5,37.5524589,126.837742,0,2.5,0.014220557,2.121,0,0
강서구,유창어린이집,가정,서울특별시 강서구 우장산로2길 21-22 101동 103호(내발산동 신세계5차),3,79,7,20,20,37.55348264,126.8387549,1,2.75,0.030741392,4.242,1,1
강서구,은빛어린이집,국공립,서울특별시 강서구 방화대로44길 49,4,176,9,66,40,37.57122529,126.8184459,0,2.167,0.02659033,0,1,1
강서구,은초록어린이집,국공립,서울특별시 강서구 공항대로39길 59 은초록어린이집 (등촌동),5,495,15,104,84,37.56071982,126.8437249,0,2.583,0.044275875,0,1,1
강서구,이레어린이집,민간,서울특별시 강서구 금낭화로11길 48 (방화동 583-37),9,338,21,128,98,37.56946413,126.8100341,0,2,0.036642528,0,0,0
강서구,이화의료원어린이집,직장,서울특별시 강서구 공항대로 260 B관 4층,3,92,11,30,15,37.55704866,126.8365332,0,2.417,0.023077907,2.121,1,0
강서구,자연어린이집,가정,서울특별시 강서구 방화대로 259 101동 104호(공항동해태아파트),3,71,7,20,18,37.56367987,126.8157987,0,2.25,0.018402086,0,1,0
강서구,잘자람어린이집,가정,서울특별시 강서구 방화대로37길 26 방화현대아파트101-102,4,62,8,19,16,37.57054093,126.8143527,0,2.333,0.02180957,0,1,0
강서구,잼잼서밋어린이집,민간,서울특별시 강서구 양천로14길 118 우림상가 1층 (방화동),4,127,6,26,22,37.56867343,126.8085901,0,2.167,0.050089983,0,0,0
강서구,제일어린이집,민간,서울특별시 강서구 곰달래로53길 80 (화곡동),9,264,9,103,32,37.5348158,126.8577238,0,1.75,0.021398099,15.512,0,0
강서구,조은어린이집,가정,서울특별시 강서구 양천로6길 28 1206동 101호(방화동 방화도시개발공사아파트),3,43,7,16,15,37.5700915,126.8065971,1,1.5,0.038921842,0,1,1
강서구,주연어린이집,민간,서울특별시 강서구 까치산로12길 7-17,5,160,12,49,42,37.54543718,126.847669,1,2.5,0.021110359,4.525,1,1
강서구,주영어린이집,민간,서울특별시 강서구 등촌로39길 42,6,180,12,61,35,37.54643253,126.8603402,0,1.167,0.039436709,0,0,0
강서구,쥬빌리어린이집,가정,서울특별시 강서구 방화대로23길 60-15 (방화1동 611-165),4,39,4,13,4,37.56475918,126.8131644,0,2.417,0.01367358,0,1,0
강서구,지니어스어린이집,민간,서울특별시 강서구 화곡로68길 102 서울 시니어스 가양타워 1층,5,150,11,49,47,37.55698815,126.8593317,0,2.417,0.022842661,0,0,0
강서구,진영꼬마숲어린이집,가정,서울특별시 강서구 곰달래로27길 6 301호,3,63,3,20,10,37.53105654,126.8505552,0,2.167,0.023106884,2.263,1,0
강서구,천사어린이집,가정,서울특별시 강서구 강서로13길 28 (화곡동),4,65,9,20,19,37.53164208,126.8452253,0,2.417,0.022435196,0,1,0
강서구,초록별어린이집,가정,서울특별시 강서구 강서로45다길 30-27 106동 201호(화곡동 초록아파트),3,62,8,20,17,37.54521756,126.8334005,1,2.417,0.023773783,0,1,1
강서구,초록어린이집,국공립,서울특별시 강서구 초록마을로 81 (화곡동),5,250,12,67,63,37.54094342,126.8510676,0,1.667,0.0329684,0,1,1
강서구,초록영재어린이집,민간,서울특별시 강서구 초록마을로14길 2 (화곡동),6,137,7,39,22,37.54179033,126.8502179,0,1.833,0.022868053,0,0,0
강서구,초롱어린이집,가정,서울특별시 강서구 우현로 67 118-101(화곡동강서힐스테이트),3,62,6,20,17,37.54705736,126.8395495,0,3.167,0.020885688,0,1,0
강서구,캥거루어린이집,민간,서울특별시 강서구 가로공원로76길 9 (화곡동),5,77,10,29,26,37.53660049,126.8373345,0,1.75,0.021624078,0,0,0
강서구,코코베베어린이집,가정,서울특별시 강서구 양천로75길 57 104동 102호(염창동 현대1차아파트),4,62,6,20,9,37.55283077,126.8752081,0,1.333,0.014417096,0,1,0
강서구,키즈파랑새어린이집,가정,서울특별시 강서구 공항대로58길 46 등촌동 532-7,4,61,3,19,9,37.5497792,126.8621852,0,1.417,0.019554094,0,0,0
강서구,토란어린이집,가정,서울특별시 강서구 방화대로34길 113 101동 105호(방화동 방화삼성아파트),4,51,3,19,6,37.57210719,126.8221793,0,1.5,0.019130827,0,1,0
강서구,튼튼어린이집,민간,서울특별시 강서구 등촌로39라길 21 (등촌동),6,153,14,57,50,37.54688454,126.8613531,0,1.167,0.043953633,0,0,0
강서구,튼튼키즈어린이집,민간,서울특별시 강서구 등촌로39라길 19,5,174,7,57,24,37.54681268,126.8611931,0,1.167,0.03619527,0,1,0
강서구,파란하늘빛어린이집,가정,서울특별시 강서구 양천로47길 94 101동 105호(마곡동 금호어울림아파트),3,58,8,20,17,37.57466996,126.8374102,1,0.917,0.075752589,0,1,1
강서구,포도나무어린이집,가정,서울특별시 강서구 마곡중앙로 36 마곡엠벨리 15단지 1513-127,3,60,5,20,15,37.5573182,126.8272989,0,1.833,0.023051872,0,1,0
강서구,포도원어린이집,가정,서울특별시 강서구 금낭화로23길 8 110동 103호(방화동 동성아파트),3,60,8,19,18,37.58006271,126.8118412,1,1.75,0.046736085,0,1,1
강서구,푸르미어린이집,가정,서울특별시 강서구 양천로67길 32 103동 105호(염창동 신동아아파트),3,54,8,19,19,37.55468062,126.8694672,0,1.417,0.017053316,0,0,0
강서구,푸른꿈어린이집,가정,서울특별시 강서구 공항대로55길 50 203동 101호(등촌동 대동황토방2차아파트),3,88,7,20,19,37.55539608,126.8627689,0,2.25,0.022456841,0,1,0
강서구,푸른어린이집,국공립,서울특별시 강서구 화곡로63가길 92 (등촌동),5,240,11,77,64,37.5617887,126.8498544,0,2.5,0.032410857,0,1,1
강서구,하나린어린이집,민간,서울특별시 강서구 수명로1길 133,6,230,15,83,75,37.55391431,126.8255101,0,1.917,0.028215704,5.091,1,0
강서구,하나영재어린이집,민간,서울특별시 강서구 양천로 507 강나루현대아파트 단지내 (가양동),6,193,10,74,46,37.56073658,126.8569501,0,2.833,0.028118459,0,0,0
강서구,하늘누리어린이집,가정,서울특별시 강서구 남부순환로17길 58 1층,4,90,3,20,4,37.54743636,126.8243352,0,1.083,0.028265869,1.697,1,0
강서구,하늘샘어린이집,국공립,서울특별시 강서구 강서로47다길 35,5,189,13,71,64,37.55132626,126.8343098,0,2.583,0.026655028,0,1,1
강서구,하얀돌어린이집,국공립,서울특별시 강서구 등촌로39가길 10 (등촌동),4,144,10,57,38,37.54587052,126.8600083,0,1.083,0.047925461,0,1,1
강서구,하얀마음어린이집,민간,서울특별시 강서구 초록마을로14길 24 (화곡동),3,84,7,21,12,37.54135543,126.8491486,0,2.083,0.019974541,1.131,1,0
강서구,하울어린이집,가정,서울특별시 강서구 등촌로53길 39 103동 107호,4,59,8,20,14,37.54923923,126.8620984,0,1.417,0.01905276,0,1,0
강서구,하은어린이집,가정,서울특별시 강서구 강서로56나길 37 305동 104호(등촌동 등촌주공3단지아파트),3,40,6,13,11,37.56159961,126.841335,0,2.083,0.027645197,0,1,0
강서구,하하호호어린이집,가정,서울특별시 강서구 공항대로75길 30 삼정그린코아 102-106,3,84,7,19,19,37.54785775,126.8744871,0,1.167,0.032150344,0,1,0
강서구,한결어린이집,가정,서울특별시 강서구 강서로 266 111동 103호(화곡동 우장산아이파크이편한세상아파트),3,84,8,19,19,37.54999982,126.8367763,1,2.417,0.024035258,1.273,1,1
강서구,한국공항공사어린이집,직장,서울특별시 강서구 하늘길 78 .,7,389,20,85,54,37.56078389,126.7996463,0,1.083,0.815001652,0,1,0
강서구,한마음 어린이집,가정,서울특별시 강서구 양천로 637 101동 103호(염창동 삼성한마음아파트),4,54,7,19,18,37.55446676,126.8682003,0,1.667,0.016341754,0,1,0
강서구,한울어린이집,국공립,서울특별시 강서구 우현로 34,6,308,15,90,77,37.5482876,126.8417709,0,3,0.025255641,0,1,1
강서구,해바라기어린이집,국공립,서울특별시 강서구 등촌로13자길 39-16,5,308,9,79,42,37.53732504,126.8558295,0,1.25,0.02588653,8.3,1,1
강서구,해솔어린이집,국공립,서울특별시 강서구 양천로57길 37 (가양동),5,218,17,104,60,37.56463947,126.8527378,0,2.417,0.024267227,0,1,1
강서구,해송어린이집,가정,서울특별시 강서구 강서로18바길 9 골든리치빌102호 (화곡동),3,45,6,16,11,37.53547946,126.8497742,0,2.167,0.016062385,3.394,1,0
강서구,해아띠스쿨어린이집,민간,서울특별시 강서구 초록마을로6길 37-13,6,253,15,94,76,37.54082092,126.846881,0,2.5,0.02415869,2.262,0,0
강서구,해울어린이집,민간,서울특별시 강서구 양천로 595 금호타운아파트 상가 1층 (염창동),3,74,10,27,27,37.55626626,126.8651173,0,2.25,0.018900401,0,0,0
강서구,해피랜드어린이집,가정,서울특별시 강서구 마곡중앙1로 71 1312동 106호(마곡동마곡13단지힐스테이트마스터),3,55,5,20,20,37.55808573,126.8193917,0,1.917,0.018286091,0,1,0
강서구,해피엔젤어린이집,민간,서울특별시 강서구 까치산로12길 59,6,173,15,64,64,37.54285967,126.8488174,0,2.167,0.026465239,2.262,1,0
강서구,햇살어린이집,가정,서울특별시 강서구 화곡로53길 43-13,4,50,8,19,18,37.55117365,126.8464308,0,1.917,0.019638586,3.394,0,0
강서구,현대i어린이집,민간,서울특별시 강서구 강서로 348 우장산 힐스테이트 관리동 1층,5,204,12,74,74,37.55720516,126.8381357,0,2.5,0.043141845,2.121,1,0
강서구,현대어린이집,가정,서울특별시 강서구 양천로75길 57 104동 109호(염창동 현대),3,65,10,20,20,37.55262116,126.8750812,0,1.417,0.020888521,0,1,0
강서구,현대키즈어린이집,가정,서울특별시 강서구 양천로75길 19 107동 104호(염창동 현대홈타운아파트),3,84,6,19,13,37.55139782,126.8748597,0,1.417,0.022454914,0,1,0
강서구,혜시의사과나무어린이집,민간,서울특별시 강서구 강서로45길 37 (화곡동),8,383,19,116,104,37.54780486,126.8341003,0,2.5,0.029390037,3.819,1,0
강서구,홈플러스어린이집,직장,서울특별시 강서구 화곡로 398 1층(등촌동 홈플러스 강서점 앤 본사사옥),4,187,15,49,34,37.55840515,126.8550192,0,3.083,0.026783279,0,1,0
강서구,화곡꼬마천사어린이집,가정,서울특별시 강서구 강서로26길 11 (화곡동),5,90,8,20,20,37.5394022,126.8427978,0,2.583,0.019531977,0,1,0
강서구,화곡어린이집,법인?단체등,서울특별시 강서구 까치산로 60 화곡어린이집 (화곡동),5,154,9,59,48,37.54390022,126.8465814,0,2.5,0.022491399,2.262,1,0
